query,stakeholders,roles,topics,concepts,rounds,time (ms)
mongolian,3,0,2,3,1000,89887
tiramisu,3,0,2,1,1000,1111
tiramisu,3,0,2,1,1000,903
tiramisu,3,0,3,10,100,317
tiramisu,3,0,3,10,3000,9133
tiramisu,3,0,1,50,100,127
mongolian,3,0,2,50,30,4371
tiramisu,3,0,2,10,30,107
mongolian,3,0,1,10,1000,750
mongolian,3,0,1,10,100,71
mongolian,3,0,2,3,1,127
tiramisu,3,0,2,1,10000,9242
mongolian,3,0,2,10,1000,11280
tiramisu,3,0,2,3,1000,5710
tiramisu,3,0,2,10,300,727
tiramisu,3,0,3,10,300,952
mongolian,3,0,2,3,300,504
mongolian,3,0,2,50,3000,4349767
tiramisu,3,0,2,50,30,1495
tiramisu,3,0,3,50,30,4424
tiramisu,3,0,1,50,3000,20466
tiramisu,3,0,1,50,30,1542
mongolian,3,0,3,50,30,2965
tiramisu,3,0,1,50,100,144353
mongolian,3,0,1,3,1000,1089
mongolian,3,0,1,50,10000,264937
tiramisu,3,0,3,3,10000,11250
mongolian,3,0,1,3,1000,675
tiramisu,3,0,1,10,30,78
mongolian,3,0,1,1,10000,6209
tiramisu,3,0,1,10,100,305
tiramisu,3,0,2,1,1,3223
mongolian,3,0,1,50,1,4257
mongolian,3,0,2,10,10000,21879
tiramisu,3,0,1,10,30,78
tiramisu,3,0,3,1,100,149
mongolian,3,0,1,10,300,222
tiramisu,3,0,1,10,300,563
mongolian,3,0,2,3,30,8980
tiramisu,3,0,1,50,30,673
mongolian,3,0,2,3,3000,4253
tiramisu,3,0,1,3,3000,13655
mongolian,3,0,3,10,1000,12359
tiramisu,3,0,2,50,1,195
mongolian,3,0,1,50,1,2650
tiramisu,3,0,1,1,100,39
tiramisu,3,0,1,1,1,75
tiramisu,3,0,1,50,30,691
tiramisu,3,0,1,50,1000,15117
mongolian,3,0,3,50,30,2630
tiramisu,3,0,1,3,30,104
mongolian,3,0,3,50,100,2606
mongolian,3,0,3,50,100,2648
tiramisu,3,0,1,50,1000,1444749
tiramisu,3,0,2,10,30,309
tiramisu,3,0,3,3,30,96
mongolian,3,0,1,50,300,434695
mongolian,3,0,3,10,1,528
tiramisu,3,0,3,50,1,4469
mongolian,3,0,3,1,300,10003
mongolian,3,0,2,1,30,3232
tiramisu,3,0,1,10,300,899
tiramisu,3,0,2,50,3000,45874
mongolian,3,0,2,50,1000,1661
mongolian,3,0,1,1,10000,6285
mongolian,3,0,1,50,3000,20592
tiramisu,3,0,1,3,1000,4566
mongolian,3,0,2,1,1000,689
mongolian,3,0,1,10,30,78
mongolian,3,0,2,10,3000,15868
tiramisu,3,0,2,3,30,9018
mongolian,3,0,2,50,1,735
tiramisu,3,0,1,1,1000,2966
tiramisu,3,0,2,3,10000,9673
mongolian,3,0,1,10,1000,1879
mongolian,3,0,1,3,100,162
mongolian,3,0,2,50,100,2661
tiramisu,3,0,1,10,3000,9205
tiramisu,3,0,3,1,1000,5176
mongolian,3,0,3,50,1,4468
mongolian,3,0,2,10,1,29184
mongolian,3,0,1,10,1,86
mongolian,3,0,3,10,30,29393
mongolian,3,0,3,1,1000,5152
mongolian,3,0,1,3,1000,88802
tiramisu,3,0,3,10,3000,7278
tiramisu,3,0,1,50,3000,4345863
tiramisu,3,0,2,3,100,133
tiramisu,3,0,1,3,1000,672
tiramisu,3,0,2,3,1000,5671
tiramisu,3,0,1,50,1000,42609
tiramisu,3,0,2,1,30,401
tiramisu,3,0,3,50,300,2238
tiramisu,3,0,3,50,1000,10617
tiramisu,3,0,3,3,100,9114
mongolian,3,0,3,3,100,167
mongolian,3,0,3,1,1,126
tiramisu,3,0,2,10,100,29291
tiramisu,3,0,3,10,1000,3133
mongolian,3,0,1,3,3000,266506
tiramisu,3,0,1,1,300,122
tiramisu,3,0,3,50,1,1867
tiramisu,3,0,1,1,30,74
mongolian,3,0,3,50,3000,6894
mongolian,3,0,2,50,300,435299
tiramisu,3,0,1,3,10000,6790
mongolian,3,0,3,1,1000,33225
mongolian,3,0,3,50,30,4493
tiramisu,3,0,1,50,30,1483
mongolian,3,0,1,50,1000,42360
mongolian,3,0,3,10,10000,123548
mongolian,3,0,1,10,300,1677
tiramisu,3,0,2,3,1,139
mongolian,3,0,3,1,1000,1395
mongolian,3,0,3,10,1000,292987
mongolian,3,0,1,3,3000,4969
mongolian,3,0,2,10,10000,21698
mongolian,3,0,1,3,10000,10476
mongolian,3,0,2,50,3000,21676
tiramisu,3,0,1,1,1,73
mongolian,3,0,3,1,30,3344
tiramisu,3,0,2,3,100,93
mongolian,3,0,1,1,1000,774
tiramisu,3,0,3,50,10000,448677
tiramisu,3,0,3,1,30,137
tiramisu,3,0,2,3,3000,3221
mongolian,3,0,1,3,300,192
tiramisu,3,0,3,10,3000,9320
tiramisu,3,0,1,50,1000,15142
mongolian,3,0,1,3,1,173
mongolian,3,0,3,10,3000,7293
tiramisu,3,0,3,10,1000,12386
mongolian,3,0,3,10,3000,878845
tiramisu,3,0,1,3,10000,9718
mongolian,3,0,2,50,30,4341
tiramisu,3,0,1,3,100,94
mongolian,3,0,2,10,30,537
mongolian,3,0,1,1,30,60
mongolian,3,0,3,3,3000,5203
tiramisu,3,0,1,50,100,144978
tiramisu,3,0,1,10,1000,1853
tiramisu,3,0,2,1,30,405
mongolian,3,0,1,3,10000,6717
mongolian,3,0,2,1,100,75
mongolian,3,0,3,3,10000,12261
tiramisu,3,0,1,1,300,220
mongolian,3,0,3,50,3000,80041
tiramisu,3,0,3,50,100,4465
mongolian,3,0,2,50,10000,14461320
mongolian,3,0,1,10,300,1684
mongolian,3,0,1,50,100,2657
mongolian,3,0,1,50,30,2937
mongolian,3,0,3,1,1000,33379
mongolian,3,0,2,50,100,163
tiramisu,3,0,3,10,300,936
mongolian,3,0,2,3,30,171
tiramisu,3,0,2,10,30,206
mongolian,3,0,3,10,10000,13062
mongolian,3,0,3,1,1000,1276
mongolian,3,0,3,3,10000,12298
tiramisu,3,0,3,10,30,1265
mongolian,3,0,1,3,30,8858
tiramisu,3,0,3,3,1,690
mongolian,3,0,3,1,1,144
mongolian,3,0,1,50,1,689
mongolian,3,0,2,10,300,3381
mongolian,3,0,3,3,10000,17171
tiramisu,3,0,1,10,10000,2908201
tiramisu,3,0,2,1,1,37
tiramisu,3,0,3,3,100,174
mongolian,3,0,2,1,10000,6091
tiramisu,3,0,1,10,30,1029
tiramisu,3,0,2,3,30,91
mongolian,3,0,1,3,100,459
mongolian,3,0,2,10,10000,21560
tiramisu,3,0,3,3,1000,91114
tiramisu,3,0,2,10,1000,11366
mongolian,3,0,3,3,300,531
tiramisu,3,0,2,3,3000,17205
mongolian,3,0,1,3,10000,45795
mongolian,3,0,3,50,100,4471
mongolian,3,0,3,1,1,65
mongolian,3,0,2,3,100,576
mongolian,3,0,2,50,1,730
mongolian,3,0,3,10,100,1228
mongolian,3,0,3,50,3000,89572
mongolian,3,0,2,3,30,99
tiramisu,3,0,3,3,1,157
mongolian,3,0,1,50,300,2060
tiramisu,3,0,2,3,300,26989
tiramisu,3,0,1,10,30,29038
mongolian,3,0,3,3,10000,16113
tiramisu,3,0,3,1,1000,5153
mongolian,3,0,3,1,1000,1415
mongolian,3,0,2,50,300,3095
mongolian,3,0,3,10,30,530
tiramisu,3,0,3,50,3000,4341995
mongolian,3,0,1,50,10000,13648
tiramisu,3,0,2,50,1000,15221
tiramisu,3,0,2,1,300,122
mongolian,3,0,1,10,100,539
tiramisu,3,0,2,10,10000,11298
tiramisu,3,0,1,3,300,299
mongolian,3,0,3,3,30,163
mongolian,3,0,3,50,30,2652
mongolian,3,0,3,50,300,433994
tiramisu,3,0,2,50,100,1925
tiramisu,3,0,1,10,3000,6235
tiramisu,3,0,3,3,100,670
mongolian,3,0,2,10,30,98
tiramisu,3,0,3,3,1000,1578
mongolian,3,0,3,10,1,126
tiramisu,3,0,1,50,300,409
tiramisu,3,0,2,1,1,44
tiramisu,3,0,1,10,100,179
tiramisu,3,0,3,3,10000,910001
tiramisu,3,0,3,3,100,109
tiramisu,3,0,3,50,1000,1451293
tiramisu,3,0,3,3,1000,91160
mongolian,3,0,2,10,100,217
tiramisu,3,0,2,10,1000,2398
tiramisu,3,0,3,50,1,1511
mongolian,3,0,3,1,300,202
tiramisu,3,0,3,3,10000,9819
mongolian,3,0,3,3,1,696
tiramisu,3,0,2,3,30,97
mongolian,3,0,3,3,3000,20432
tiramisu,3,0,1,3,100,8888
tiramisu,3,0,1,1,100,3099
tiramisu,3,0,2,1,10000,9101
mongolian,3,0,3,50,1,778
tiramisu,3,0,2,10,1000,2124
tiramisu,3,0,1,10,1000,3065
mongolian,3,0,2,10,1000,1103
mongolian,3,0,3,50,1000,2294
mongolian,3,0,2,10,10000,2923143
tiramisu,3,0,1,50,1000,42376
tiramisu,3,0,3,3,10000,11205
mongolian,3,0,2,1,10000,322444
mongolian,3,0,3,3,30,176
tiramisu,3,0,3,3,3000,3374
mongolian,3,0,1,10,30,540
mongolian,3,0,3,1,300,415
mongolian,3,0,3,10,3000,7331
mongolian,3,0,1,10,3000,5575
tiramisu,3,0,3,10,300,1029
mongolian,3,0,3,10,3000,4275
mongolian,3,0,3,1,10000,12591
tiramisu,3,0,1,3,1,101
mongolian,3,0,2,1,30,62
tiramisu,3,0,3,1,100,129
tiramisu,3,0,3,3,3000,2966
mongolian,3,0,2,1,10000,6414
mongolian,3,0,1,50,100,991
mongolian,3,0,2,1,3000,1915
mongolian,3,0,3,50,1,4423
mongolian,3,0,1,3,1,8899
tiramisu,3,0,1,3,3000,266427
tiramisu,3,0,1,10,100,320
mongolian,3,0,3,3,30,9213
mongolian,3,0,1,3,1,177
tiramisu,3,0,1,3,100,68
mongolian,3,0,2,10,1,29126
mongolian,3,0,1,1,3000,1816
tiramisu,3,0,3,3,1000,986
tiramisu,3,0,1,10,100,29113
mongolian,3,0,3,1,300,1556
mongolian,3,0,2,10,3000,16107
tiramisu,3,0,1,50,100,1544
tiramisu,3,0,1,10,100,296
mongolian,3,0,3,50,3000,5794
tiramisu,3,0,2,10,1,29145
tiramisu,3,0,1,3,3000,2067
mongolian,3,0,3,10,30,126
tiramisu,3,0,1,50,100,1483
mongolian,3,0,2,10,10000,53680
mongolian,3,0,2,10,30,99
tiramisu,3,0,2,3,1000,1317
mongolian,3,0,1,10,300,629
mongolian,3,0,2,50,3000,4338387
tiramisu,3,0,3,10,1000,3397
tiramisu,3,0,2,10,30,214
mongolian,3,0,2,3,10000,13463
tiramisu,3,0,2,3,1,91
tiramisu,3,0,3,1,1000,1276
mongolian,3,0,3,3,300,553
tiramisu,3,0,1,3,1,8925
tiramisu,3,0,2,10,100,302
mongolian,3,0,3,50,300,434277
mongolian,3,0,1,50,1,155
tiramisu,3,0,3,3,100,177
tiramisu,3,0,3,10,3000,9110
mongolian,3,0,3,50,3000,89425
tiramisu,3,0,2,10,300,3375
mongolian,3,0,3,3,3000,4887
tiramisu,3,0,3,10,3000,3901
mongolian,3,0,2,50,1,2624
tiramisu,3,0,3,50,30,216
tiramisu,3,0,1,50,1,144569
tiramisu,3,0,3,3,1,176
tiramisu,3,0,1,3,1000,1054
tiramisu,3,0,1,10,10000,33050
mongolian,3,0,3,1,10000,51526
tiramisu,3,0,3,1,300,135
tiramisu,3,0,1,10,10000,101623
mongolian,3,0,3,10,10000,2930495
tiramisu,3,0,3,3,100,153
tiramisu,3,0,3,3,300,2031
mongolian,3,0,3,10,100,29274
mongolian,3,0,1,3,1,82
mongolian,3,0,2,10,3000,16873
tiramisu,3,0,1,50,1,4211
mongolian,3,0,1,10,100,77
mongolian,3,0,1,3,1,449
mongolian,3,0,3,3,300,502
mongolian,3,0,3,1,1000,33370
tiramisu,3,0,1,50,1000,1612
mongolian,3,0,3,3,1000,91104
mongolian,3,0,2,3,1000,1763
mongolian,3,0,3,50,300,13399
mongolian,3,0,3,10,1000,292817
mongolian,3,0,1,50,3000,127124
mongolian,3,0,3,3,1000,1814
mongolian,3,0,2,50,3000,79665
mongolian,3,0,2,10,100,1143
mongolian,3,0,2,1,30,101
mongolian,3,0,1,3,1,462
tiramisu,3,0,1,10,10000,30809
mongolian,3,0,1,1,1000,623
mongolian,3,0,1,10,300,87160
tiramisu,3,0,3,3,1,9119
mongolian,3,0,3,10,30,126
tiramisu,3,0,2,1,300,319
tiramisu,3,0,3,1,30,44
mongolian,3,0,3,10,1,550
tiramisu,3,0,2,1,1,102
tiramisu,3,0,1,50,1,4219
mongolian,3,0,1,1,300,9299
mongolian,3,0,1,50,3000,78932
tiramisu,3,0,3,3,30,164
mongolian,3,0,3,1,3000,15476
tiramisu,3,0,3,50,10000,444838
mongolian,3,0,1,50,300,412
tiramisu,3,0,1,10,10000,102425
mongolian,3,0,1,3,10000,7123
tiramisu,3,0,3,10,30,131
tiramisu,3,0,3,3,1000,6770
tiramisu,3,0,2,3,30,91
mongolian,3,0,1,50,1000,1444627
mongolian,3,0,2,1,10000,6530
tiramisu,3,0,3,3,10000,10206
mongolian,3,0,2,10,10000,53730
mongolian,3,0,2,1,1,93
mongolian,3,0,1,1,3000,9008
mongolian,3,0,2,3,30,585
tiramisu,3,0,1,50,3000,45623
tiramisu,3,0,1,50,30,1524
tiramisu,3,0,2,1,3000,2845
mongolian,3,0,1,50,1,982
mongolian,3,0,3,3,300,518
tiramisu,3,0,1,3,1000,4628
tiramisu,3,0,2,1,3000,1225
mongolian,3,0,1,50,1,129
tiramisu,3,0,2,3,100,103
mongolian,3,0,1,50,1000,42345
mongolian,3,0,2,10,1000,5687
mongolian,3,0,1,50,1,991
tiramisu,3,0,3,1,10000,3957
tiramisu,3,0,1,10,1,1018
mongolian,3,0,2,3,1000,1691
tiramisu,3,0,1,50,10000,426104
mongolian,3,0,2,10,30,98
mongolian,3,0,1,3,100,97
mongolian,3,0,2,10,3000,15943
mongolian,3,0,2,50,10000,263103
mongolian,3,0,2,3,300,1708
mongolian,3,0,2,10,100,106
tiramisu,3,0,2,1,100,46
mongolian,3,0,1,50,1000,42355
tiramisu,3,0,1,10,300,618
tiramisu,3,0,2,1,10000,11269
mongolian,3,0,3,1,10000,334347
tiramisu,3,0,3,10,3000,9107
tiramisu,3,0,3,10,100,327
mongolian,3,0,1,10,1,1026
mongolian,3,0,3,50,10000,265295
mongolian,3,0,3,1,100,117
mongolian,3,0,2,50,1000,26518
mongolian,3,0,1,1,100,61
tiramisu,3,0,2,1,1,90
mongolian,3,0,3,1,10000,51540
mongolian,3,0,1,1,300,196
tiramisu,3,0,2,10,1,29201
tiramisu,3,0,3,10,30,127
tiramisu,3,0,3,50,1000,14902
mongolian,3,0,3,10,300,831
mongolian,3,0,2,50,1,195
mongolian,3,0,3,1,1000,1418
mongolian,3,0,2,1,3000,1923
tiramisu,3,0,3,3,10000,68407
tiramisu,3,0,2,1,3000,96522
tiramisu,3,0,2,10,10000,30891
mongolian,3,0,3,10,300,730
tiramisu,3,0,1,10,1,188
mongolian,3,0,3,10,1000,5348
mongolian,3,0,2,10,1,1119
mongolian,3,0,1,50,10000,295761
mongolian,3,0,1,50,3000,4901
mongolian,3,0,3,10,3000,880529
tiramisu,3,0,2,10,100,29227
mongolian,3,0,3,1,10000,6791
mongolian,3,0,2,3,1000,89826
tiramisu,3,0,1,50,1000,1448704
mongolian,3,0,3,1,10000,332881
mongolian,3,0,1,1,10000,6178
tiramisu,3,0,2,50,3000,5770
mongolian,3,0,3,1,1,3321
mongolian,3,0,1,3,1000,88915
tiramisu,3,0,1,10,300,926
tiramisu,3,0,1,10,30,29021
mongolian,3,0,1,1,10000,7731
mongolian,3,0,2,3,10000,56704
mongolian,3,0,3,50,1,2708
tiramisu,3,0,3,50,3000,4340481
mongolian,3,0,2,1,1,415
mongolian,3,0,1,1,30,62
mongolian,3,0,3,1,1000,1209
tiramisu,3,0,2,10,100,1129
mongolian,3,0,2,1,30,101
mongolian,3,0,3,50,100,192
tiramisu,3,0,2,3,30,8951
tiramisu,3,0,3,10,1,1272
tiramisu,3,0,1,50,1000,42483
mongolian,3,0,2,3,1000,89932
tiramisu,3,0,2,50,1,144626
tiramisu,3,0,2,50,100,4339
tiramisu,3,0,3,50,30,1521
mongolian,3,0,3,10,300,87793
tiramisu,3,0,2,1,30,90
mongolian,3,0,1,50,300,412
mongolian,3,0,3,10,100,1247
tiramisu,3,0,2,10,100,306
tiramisu,3,0,3,1,1000,454
tiramisu,3,0,2,3,1,92
mongolian,3,0,3,1,3000,99945
tiramisu,3,0,3,3,30,164
tiramisu,3,0,1,50,30,1525
tiramisu,3,0,1,1,100,82
mongolian,3,0,3,1,1,511
tiramisu,3,0,1,50,30,1823
tiramisu,3,0,1,1,3000,1997
mongolian,3,0,1,1,100,3088
mongolian,3,0,1,50,30,135
mongolian,3,0,1,3,100,70
tiramisu,3,0,1,3,30,98
mongolian,3,0,2,50,10000,434843
tiramisu,3,0,3,3,300,503
tiramisu,3,0,1,3,300,1386
mongolian,3,0,2,50,3000,4933
mongolian,3,0,1,1,10000,6606
tiramisu,3,0,1,50,1,4197
mongolian,3,0,3,1,300,9971
mongolian,3,0,2,3,1,98
mongolian,3,0,2,50,300,7966
tiramisu,3,0,3,50,1,1516
tiramisu,3,0,1,10,1,299
tiramisu,3,0,2,1,3000,96377
mongolian,3,0,3,1,1,3330
mongolian,3,0,3,50,30,4443
tiramisu,3,0,2,1,3000,2889
tiramisu,3,0,2,1,1,89
tiramisu,3,0,1,50,3000,45511
tiramisu,3,0,1,10,10000,30794
tiramisu,3,0,3,10,100,29319
mongolian,3,0,3,3,100,119
mongolian,3,0,1,1,3000,8904
tiramisu,3,0,2,1,10000,9612
mongolian,3,0,3,1,10000,13538
mongolian,3,0,1,50,300,12807
mongolian,3,0,2,10,300,650
tiramisu,3,0,1,3,1,97
mongolian,3,0,3,10,300,423
mongolian,3,0,2,1,300,196
tiramisu,3,0,1,1,300,111
mongolian,3,0,3,3,1000,91130
tiramisu,3,0,2,1,100,37
tiramisu,3,0,1,3,10000,9530
mongolian,3,0,1,3,30,8933
mongolian,3,0,2,10,3000,16122
mongolian,3,0,1,50,10000,16313
mongolian,3,0,1,1,1000,620
mongolian,3,0,1,1,30,75
tiramisu,3,0,1,50,1,144365
mongolian,3,0,3,10,10000,2935768
tiramisu,3,0,3,3,1,9095
tiramisu,3,0,2,10,300,1011
mongolian,3,0,1,1,30,60
tiramisu,3,0,2,3,1000,966
mongolian,3,0,2,10,100,29149
tiramisu,3,0,2,1,10000,40423
tiramisu,3,0,2,1,30,47
mongolian,3,0,2,3,1,94
mongolian,3,0,3,10,30,557
mongolian,3,0,1,10,300,3079
mongolian,3,0,1,1,100,73
mongolian,3,0,1,1,10000,6753
tiramisu,3,0,1,3,100,94
tiramisu,3,0,2,10,10000,31206
mongolian,3,0,3,50,30,1092
tiramisu,3,0,1,1,3000,1138
tiramisu,3,0,1,50,100,1501
tiramisu,3,0,3,1,3000,1263
tiramisu,3,0,3,3,3000,272969
tiramisu,3,0,2,1,300,1217
mongolian,3,0,1,3,30,179
tiramisu,3,0,2,3,1,96
tiramisu,3,0,2,3,300,1700
mongolian,3,0,2,1,30,69
mongolian,3,0,3,50,100,4426
tiramisu,3,0,3,10,30,241
tiramisu,3,0,1,10,100,29173
tiramisu,3,0,3,10,10000,2934877
mongolian,3,0,2,3,1,9029
tiramisu,3,0,2,10,30,331
mongolian,3,0,3,50,1,231
mongolian,3,0,1,50,30,144902
mongolian,3,0,3,1,100,3361
mongolian,3,0,1,3,30,8877
mongolian,3,0,2,10,30,106
tiramisu,3,0,3,50,3000,6753
tiramisu,3,0,2,50,3000,55254
mongolian,3,0,2,10,100,100
tiramisu,3,0,2,1,30,3232
mongolian,3,0,1,3,1,8868
tiramisu,3,0,1,50,30,4256
mongolian,3,0,2,3,30,132
mongolian,3,0,3,10,30,127
mongolian,3,0,1,10,30,537
tiramisu,3,0,1,3,3000,2904
tiramisu,3,0,2,10,3000,3065
tiramisu,3,0,2,50,1000,1607
tiramisu,3,0,1,50,30,127
tiramisu,3,0,1,3,100,8883
tiramisu,3,0,3,3,100,106
mongolian,3,0,3,3,3000,4759
mongolian,3,0,3,3,3000,5488
tiramisu,3,0,3,10,300,393
mongolian,3,0,1,50,1000,42371
tiramisu,3,0,3,10,100,29318
mongolian,3,0,2,10,1000,291843
mongolian,3,0,2,1,1,3228
tiramisu,3,0,3,3,10000,10230
tiramisu,3,0,2,3,1000,1005
mongolian,3,0,2,3,300,493
mongolian,3,0,3,3,300,27255
mongolian,3,0,2,10,30,536
tiramisu,3,0,2,3,100,136
mongolian,3,0,3,50,10000,19415
tiramisu,3,0,1,10,3000,2216
tiramisu,3,0,2,50,30,4349
mongolian,3,0,2,50,300,433612
mongolian,3,0,3,10,1000,12375
tiramisu,3,0,1,1,3000,93458
mongolian,3,0,1,50,10000,14488712
mongolian,3,0,1,10,10000,20995
mongolian,3,0,3,3,30,154
mongolian,3,0,1,50,10000,68995
mongolian,3,0,3,50,3000,78931
tiramisu,3,0,1,10,300,905
mongolian,3,0,2,50,1000,26281
tiramisu,3,0,3,3,3000,3718
tiramisu,3,0,2,1,300,126
tiramisu,3,0,2,10,1,307
mongolian,3,0,3,1,300,1533
tiramisu,3,0,1,50,1,4218
mongolian,3,0,1,50,30,144570
tiramisu,3,0,2,10,300,1020
tiramisu,3,0,3,50,100,1512
tiramisu,3,0,2,10,3000,875365
tiramisu,3,0,1,3,300,1400
tiramisu,3,0,3,10,30,133
tiramisu,3,0,2,1,3000,2881
mongolian,3,0,2,1,1000,32171
mongolian,3,0,2,3,300,387
mongolian,3,0,3,10,3000,8279
mongolian,3,0,2,1,3000,3154
tiramisu,3,0,3,50,300,5563
mongolian,3,0,3,3,1,191
mongolian,3,0,1,3,1,462
tiramisu,3,0,3,3,1000,91193
tiramisu,3,0,1,10,30,307
mongolian,3,0,1,50,10000,265805
mongolian,3,0,1,1,300,176
tiramisu,3,0,1,10,300,3091
mongolian,3,0,3,3,3000,5462
mongolian,3,0,2,50,10000,72002
mongolian,3,0,1,10,100,71
tiramisu,3,0,1,10,300,87117
mongolian,3,0,3,1,300,1575
mongolian,3,0,1,3,3000,13844
tiramisu,3,0,2,3,30,96
mongolian,3,0,2,1,300,279
tiramisu,3,0,1,50,100,1487
mongolian,3,0,1,3,30,460
mongolian,3,0,3,1,1000,1337
mongolian,3,0,1,50,1000,42608
mongolian,3,0,3,10,10000,2930464
mongolian,3,0,3,3,3000,3778
mongolian,3,0,3,1,1,59
mongolian,3,0,1,3,30,463
mongolian,3,0,3,10,3000,16236
mongolian,3,0,3,1,300,1574
mongolian,3,0,2,10,300,87702
mongolian,3,0,2,1,1,62
mongolian,3,0,3,3,1,126
tiramisu,3,0,1,50,1000,1444720
mongolian,3,0,3,1,1000,1216
tiramisu,3,0,1,10,30,327
mongolian,3,0,2,1,30,101
tiramisu,3,0,3,10,30,250
tiramisu,3,0,2,10,1,311
mongolian,3,0,3,3,1,9110
tiramisu,3,0,3,3,1000,6759
mongolian,3,0,3,10,30,29303
tiramisu,3,0,3,1,1,48
mongolian,3,0,1,10,30,72
tiramisu,3,0,3,50,3000,44696
tiramisu,3,0,1,1,300,107
mongolian,3,0,1,1,3000,1938
mongolian,3,0,2,3,100,102
mongolian,3,0,1,10,1,29197
mongolian,3,0,2,10,1000,1143
mongolian,3,0,1,50,300,2951
tiramisu,3,0,1,3,100,93
tiramisu,3,0,3,3,1000,6767
tiramisu,3,0,2,10,300,929
tiramisu,3,0,2,1,10000,3806
tiramisu,3,0,1,3,300,297
tiramisu,3,0,2,1,1,39
mongolian,3,0,3,3,1000,91092
tiramisu,3,0,3,1,30,129
mongolian,3,0,3,50,300,7866
tiramisu,3,0,2,10,3000,9221
mongolian,3,0,3,10,10000,14163
mongolian,3,0,3,1,30,3332
tiramisu,3,0,2,1,100,93
tiramisu,3,0,3,50,3000,133439
mongolian,3,0,3,10,3000,16019
mongolian,3,0,1,50,1,2648
mongolian,3,0,1,10,1000,2090
tiramisu,3,0,2,50,3000,21307
mongolian,3,0,3,50,1000,1450922
mongolian,3,0,1,10,10000,2908166
tiramisu,3,0,1,3,1,96
mongolian,3,0,3,3,3000,5093
mongolian,3,0,1,1,1,58
mongolian,3,0,2,3,1,125
mongolian,3,0,1,3,3000,13674
tiramisu,3,0,2,1,10000,10548
mongolian,3,0,2,50,3000,79606
tiramisu,3,0,3,1,10000,51571
tiramisu,3,0,2,3,10000,13156
tiramisu,3,0,3,1,30,3344
mongolian,3,0,1,10,1,532
tiramisu,3,0,1,3,10000,45929
tiramisu,3,0,3,50,30,4471
mongolian,3,0,1,50,30,129
mongolian,3,0,3,10,1,1246
mongolian,3,0,1,10,100,1015
mongolian,3,0,1,1,3000,1867
mongolian,3,0,3,10,10000,14226
tiramisu,3,0,1,10,300,933
mongolian,3,0,2,1,10000,6950
tiramisu,3,0,3,50,100,1539
tiramisu,3,0,1,3,10000,45793
tiramisu,3,0,3,50,10000,448785
tiramisu,3,0,2,1,10000,3821
tiramisu,3,0,2,1,10000,9394
mongolian,3,0,2,3,300,1717
mongolian,3,0,1,10,1,189
mongolian,3,0,2,1,3000,12178
tiramisu,3,0,1,3,10000,11122
mongolian,3,0,1,10,30,181
mongolian,3,0,3,10,1,1237
tiramisu,3,0,1,10,1000,3078
mongolian,3,0,3,10,300,394
tiramisu,3,0,1,50,300,12673
tiramisu,3,0,3,1,10000,3961
mongolian,3,0,3,50,3000,134920
mongolian,3,0,1,50,3000,79562
tiramisu,3,0,1,3,10000,6866
tiramisu,3,0,1,50,3000,45509
tiramisu,3,0,2,10,30,1126
mongolian,3,0,2,3,100,8987
mongolian,3,0,3,1,30,64
mongolian,3,0,1,1,1,3131
mongolian,3,0,2,3,1000,1656
tiramisu,3,0,1,10,10000,7322
mongolian,3,0,2,50,1,2605
tiramisu,3,0,1,3,10000,9771
tiramisu,3,0,1,50,1000,6814
mongolian,3,0,3,10,1000,5373
mongolian,3,0,3,3,3000,272939
tiramisu,3,0,1,3,1000,4593
mongolian,3,0,3,1,100,65
mongolian,3,0,3,1,1,144
mongolian,3,0,3,50,30,185
tiramisu,3,0,3,1,3000,1254
tiramisu,3,0,1,10,10000,101730
mongolian,3,0,3,1,3000,15458
tiramisu,3,0,2,10,1,314
mongolian,3,0,2,10,10000,53099
mongolian,3,0,2,10,1,29146
tiramisu,3,0,2,3,100,124
mongolian,3,0,2,3,10000,13163
mongolian,3,0,3,50,300,434334
tiramisu,3,0,1,50,1000,1603
mongolian,3,0,3,1,300,194
tiramisu,3,0,1,10,1000,2985
tiramisu,3,0,1,10,3000,9885
tiramisu,3,0,1,50,100,144482
tiramisu,3,0,2,10,1,29214
tiramisu,3,0,3,3,1000,91052
mongolian,3,0,3,10,300,425
tiramisu,3,0,3,10,10000,31584
mongolian,3,0,1,3,300,206
mongolian,3,0,3,10,300,1625
mongolian,3,0,3,1,3000,15422
mongolian,3,0,1,1,3000,1856
tiramisu,3,0,3,1,100,511
tiramisu,3,0,2,50,1,1521
tiramisu,3,0,3,10,3000,878808
tiramisu,3,0,3,50,1000,7393
tiramisu,3,0,2,3,10000,13684
mongolian,3,0,2,3,30,9101
mongolian,3,0,1,1,1000,660
mongolian,3,0,3,3,30,172
tiramisu,3,0,3,10,10000,123580
mongolian,3,0,1,1,300,177
mongolian,3,0,2,10,30,29184
tiramisu,3,0,2,50,10000,14461195
tiramisu,3,0,3,50,100,145176
tiramisu,3,0,2,3,1,574
mongolian,3,0,2,1,10000,9272
mongolian,3,0,1,3,3000,5214
mongolian,3,0,2,10,1,260
mongolian,3,0,2,1,10000,9551
tiramisu,3,0,1,10,10000,101703
tiramisu,3,0,1,50,10000,149212
mongolian,3,0,3,10,100,29396
mongolian,3,0,2,50,1,144741
