query,stakeholders,roles,topics,concepts,rounds,time (ms)
tiramisu,3,0,3,1,1000,1285
tiramisu,3,0,2,10,300,3373
mongolian,3,0,3,3,300,2039
mongolian,3,0,3,1,10000,51449
mongolian,3,0,1,10,10000,7492
mongolian,3,0,3,50,100,2996
mongolian,3,0,3,3,1,119
tiramisu,3,0,3,3,10000,10243
mongolian,3,0,3,1,10000,52142
mongolian,3,0,3,3,1,167
tiramisu,3,0,3,50,3000,55569
tiramisu,3,0,3,1,1000,1424
mongolian,3,0,2,50,10000,263067
tiramisu,3,0,2,1,10000,4523
tiramisu,3,0,3,50,30,749
tiramisu,3,0,1,50,3000,126974
tiramisu,3,0,2,10,100,308
tiramisu,3,0,2,1,3000,2880
tiramisu,3,0,1,1,1000,366
tiramisu,3,0,2,3,3000,17135
mongolian,3,0,2,3,100,184
tiramisu,3,0,3,10,300,87949
mongolian,3,0,1,50,3000,79545
tiramisu,3,0,2,1,3000,2811
tiramisu,3,0,1,10,1,300
mongolian,3,0,3,10,3000,15862
tiramisu,3,0,2,10,100,105
mongolian,3,0,3,3,3000,4786
tiramisu,3,0,3,1,300,10016
tiramisu,3,0,1,10,300,259
tiramisu,3,0,2,50,30,1486
mongolian,3,0,2,3,1,571
tiramisu,3,0,3,50,300,434434
tiramisu,3,0,1,10,3000,2436
mongolian,3,0,3,1,3000,100021
tiramisu,3,0,3,3,100,109
mongolian,3,0,2,10,300,3363
mongolian,3,0,1,1,1000,624
tiramisu,3,0,1,3,100,64
tiramisu,3,0,3,3,1000,6761
tiramisu,3,0,2,10,1,300
mongolian,3,0,2,10,1,235
tiramisu,3,0,3,3,1,114
mongolian,3,0,3,1,10000,6231
tiramisu,3,0,1,10,10000,30701
tiramisu,3,0,2,10,30,318
mongolian,3,0,3,1,100,130
tiramisu,3,0,1,10,30,211
tiramisu,3,0,3,3,10000,10207
mongolian,3,0,2,1,300,276
tiramisu,3,0,3,50,3000,45791
tiramisu,3,0,1,1,100,37
tiramisu,3,0,2,3,300,324
mongolian,3,0,3,3,1,188
mongolian,3,0,3,10,100,245
mongolian,3,0,1,3,30,99
tiramisu,3,0,3,10,300,1021
tiramisu,3,0,2,10,100,206
mongolian,3,0,3,10,100,135
tiramisu,3,0,1,10,1,1014
mongolian,3,0,2,1,10000,322711
tiramisu,3,0,3,3,1,9099
tiramisu,3,0,3,3,10000,67652
mongolian,3,0,3,3,100,122
tiramisu,3,0,2,10,30,1156
tiramisu,3,0,3,50,3000,4356315
tiramisu,3,0,1,10,300,921
mongolian,3,0,2,3,30,565
tiramisu,3,0,1,1,1,62
mongolian,3,0,3,1,3000,4018
tiramisu,3,0,2,1,30,89
mongolian,3,0,3,50,30,2662
mongolian,3,0,3,1,1000,33412
tiramisu,3,0,2,50,100,4335
mongolian,3,0,3,1,300,357
mongolian,3,0,1,50,1000,42349
mongolian,3,0,3,3,100,9098
mongolian,3,0,1,50,30,2635
tiramisu,3,0,3,10,100,1239
mongolian,3,0,2,1,100,58
mongolian,3,0,3,3,300,27458
mongolian,3,0,3,3,100,174
mongolian,3,0,2,1,1,95
tiramisu,3,0,1,50,300,404
mongolian,3,0,2,3,10000,9537
mongolian,3,0,2,1,30,407
tiramisu,3,0,3,1,30,3342
tiramisu,3,0,1,3,30,101
tiramisu,3,0,2,3,3000,16982
tiramisu,3,0,2,50,30,4334
mongolian,3,0,2,50,300,7930
mongolian,3,0,3,3,1,674
mongolian,3,0,1,50,30,4238
tiramisu,3,0,1,3,100,116
mongolian,3,0,1,10,30,1042
mongolian,3,0,1,50,300,2046
mongolian,3,0,2,50,100,2614
tiramisu,3,0,3,3,1,119
mongolian,3,0,2,3,3000,3991
mongolian,3,0,3,10,30,143
mongolian,3,0,3,50,300,13458
mongolian,3,0,2,3,1,164
tiramisu,3,0,1,10,100,308
tiramisu,3,0,2,50,300,4563
mongolian,3,0,1,3,3000,3100
mongolian,3,0,3,1,100,137
tiramisu,3,0,1,10,30,187
mongolian,3,0,1,3,3000,13684
tiramisu,3,0,3,50,1000,15262
mongolian,3,0,1,50,30,699
mongolian,3,0,2,1,3000,3183
tiramisu,3,0,3,10,100,302
tiramisu,3,0,3,1,1,524
tiramisu,3,0,2,1,3000,2849
mongolian,3,0,3,10,10000,14249
mongolian,3,0,3,1,3000,1869
mongolian,3,0,3,50,1000,26261
mongolian,3,0,1,50,300,7867
mongolian,3,0,1,3,3000,3077
tiramisu,3,0,3,50,100,144793
mongolian,3,0,3,10,1,127
mongolian,3,0,1,3,30,168
tiramisu,3,0,3,10,1,322
tiramisu,3,0,3,1,30,42
mongolian,3,0,1,50,3000,4069
tiramisu,3,0,1,50,100,4359
mongolian,3,0,3,3,1000,1726
tiramisu,3,0,1,3,30,63
mongolian,3,0,2,50,1,2650
mongolian,3,0,3,10,3000,16278
tiramisu,3,0,1,50,1000,1449458
mongolian,3,0,2,1,30,117
tiramisu,3,0,1,3,3000,1989
mongolian,3,0,2,50,3000,21566
tiramisu,3,0,1,50,30,1828
mongolian,3,0,3,10,10000,56987
mongolian,3,0,3,3,1,162
tiramisu,3,0,1,50,300,433836
tiramisu,3,0,1,50,3000,3970
tiramisu,3,0,3,50,1000,1905
tiramisu,3,0,3,50,10000,445597
tiramisu,3,0,1,10,30,305
mongolian,3,0,2,10,1000,5362
mongolian,3,0,3,10,1000,1301
tiramisu,3,0,2,3,1,105
tiramisu,3,0,2,3,1,576
tiramisu,3,0,1,50,1,144536
tiramisu,3,0,1,10,1000,10201
tiramisu,3,0,2,50,10000,183941
tiramisu,3,0,1,10,3000,9196
tiramisu,3,0,3,50,30,1078
tiramisu,3,0,2,3,10000,9700
mongolian,3,0,2,3,300,27038
mongolian,3,0,2,1,1,3235
mongolian,3,0,2,50,100,196
mongolian,3,0,3,1,30,61
mongolian,3,0,3,50,10000,267207
mongolian,3,0,1,50,1000,26267
mongolian,3,0,3,10,1000,5677
mongolian,3,0,3,10,300,88070
mongolian,3,0,3,3,30,698
tiramisu,3,0,1,3,300,207
tiramisu,3,0,2,1,100,104
tiramisu,3,0,2,50,10000,16228
mongolian,3,0,1,1,1000,656
mongolian,3,0,3,50,1000,7489
mongolian,3,0,2,1,100,98
tiramisu,3,0,1,10,10000,30622
mongolian,3,0,1,10,100,1033
tiramisu,3,0,2,3,100,104
mongolian,3,0,3,1,10000,12057
mongolian,3,0,1,3,300,1392
mongolian,3,0,1,10,300,1618
tiramisu,3,0,3,50,1,188
mongolian,3,0,2,50,300,7963
tiramisu,3,0,2,50,1,144760
mongolian,3,0,2,1,100,115
mongolian,3,0,2,50,30,144707
tiramisu,3,0,3,1,100,3338
tiramisu,3,0,3,3,300,27287
mongolian,3,0,3,3,1000,90894
tiramisu,3,0,1,10,1000,1859
tiramisu,3,0,1,10,1000,795
mongolian,3,0,1,10,1,554
mongolian,3,0,3,1,1,64
tiramisu,3,0,3,10,10000,124922
mongolian,3,0,3,3,10000,17175
mongolian,3,0,3,3,300,475
mongolian,3,0,2,50,1,161
mongolian,3,0,1,50,1,139
mongolian,3,0,3,3,30,179
tiramisu,3,0,3,3,300,27371
tiramisu,3,0,2,1,100,97
mongolian,3,0,2,50,10000,103658
tiramisu,3,0,2,1,300,9683
mongolian,3,0,2,50,30,2613
tiramisu,3,0,2,50,10000,149300
mongolian,3,0,1,1,3000,2315
tiramisu,3,0,2,1,30,44
mongolian,3,0,1,50,30,138
tiramisu,3,0,3,3,100,98
tiramisu,3,0,1,50,10000,423334
mongolian,3,0,1,3,30,164
tiramisu,3,0,3,3,30,103
mongolian,3,0,3,10,100,581
mongolian,3,0,2,50,100,144620
tiramisu,3,0,2,1,30,421
mongolian,3,0,3,50,100,144712
mongolian,3,0,2,1,1000,4096
tiramisu,3,0,1,3,300,278
mongolian,3,0,1,3,10000,46260
mongolian,3,0,1,10,100,1035
mongolian,3,0,1,10,300,1602
tiramisu,3,0,3,1,3000,1265
mongolian,3,0,1,50,300,482
tiramisu,3,0,1,3,100,92
mongolian,3,0,2,3,3000,17007
tiramisu,3,0,3,50,10000,22518
tiramisu,3,0,3,3,3000,3698
tiramisu,3,0,3,10,1000,1330
mongolian,3,0,1,3,1000,1667
mongolian,3,0,3,1,300,1551
mongolian,3,0,1,50,30,4228
mongolian,3,0,1,50,10000,262961
tiramisu,3,0,2,50,100,1531
tiramisu,3,0,1,50,10000,13258
tiramisu,3,0,2,3,30,106
mongolian,3,0,3,10,300,87899
tiramisu,3,0,3,1,300,131
mongolian,3,0,1,50,300,493
mongolian,3,0,2,3,1000,962
tiramisu,3,0,2,50,1,706
mongolian,3,0,2,10,3000,16904
mongolian,3,0,2,1,10000,6506
tiramisu,3,0,1,10,300,921
mongolian,3,0,3,10,3000,37171
tiramisu,3,0,2,50,1,153
mongolian,3,0,2,50,10000,434859
tiramisu,3,0,2,50,30,144658
tiramisu,3,0,3,3,1000,1691
tiramisu,3,0,3,50,30,190
mongolian,3,0,1,1,100,59
mongolian,3,0,2,10,30,29185
tiramisu,3,0,1,3,300,289
tiramisu,3,0,1,3,1,508
mongolian,3,0,2,3,30,127
tiramisu,3,0,3,50,300,434371
mongolian,3,0,2,50,3000,4984
mongolian,3,0,3,50,1000,1933
tiramisu,3,0,1,10,3000,30784
tiramisu,3,0,1,50,10000,13340
mongolian,3,0,1,10,30,71
tiramisu,3,0,1,1,100,84
tiramisu,3,0,2,50,30,1560
tiramisu,3,0,2,50,1,1838
tiramisu,3,0,1,3,1000,1019
tiramisu,3,0,2,3,100,98
tiramisu,3,0,2,50,1000,18324
mongolian,3,0,1,50,300,8846
mongolian,3,0,3,1,10000,333921
tiramisu,3,0,2,50,30,713
mongolian,3,0,3,50,100,193
tiramisu,3,0,1,1,100,3102
tiramisu,3,0,3,10,10000,30453
mongolian,3,0,3,10,3000,37224
mongolian,3,0,3,1,30,523
mongolian,3,0,2,1,100,3213
tiramisu,3,0,1,1,10000,8144
mongolian,3,0,2,3,3000,17036
mongolian,3,0,1,50,1000,26554
mongolian,3,0,2,3,300,388
tiramisu,3,0,1,1,30,306
tiramisu,3,0,2,50,100,1488
mongolian,3,0,1,50,100,139
mongolian,3,0,1,1,1000,617
tiramisu,3,0,2,1,100,44
mongolian,3,0,3,1,100,65
tiramisu,3,0,2,3,300,27019
mongolian,3,0,1,3,100,454
tiramisu,3,0,2,10,1,1164
tiramisu,3,0,1,1,1,37
tiramisu,3,0,1,50,1000,15225
mongolian,3,0,1,50,1,2638
tiramisu,3,0,3,50,3000,4344818
tiramisu,3,0,2,50,300,13143
tiramisu,3,0,1,3,3000,2099
mongolian,3,0,1,10,300,1609
mongolian,3,0,2,50,300,7912
tiramisu,3,0,1,50,10000,149131
mongolian,3,0,2,3,1,133
tiramisu,3,0,3,3,1000,1327
tiramisu,3,0,3,10,300,388
tiramisu,3,0,3,50,100,1849
mongolian,3,0,1,50,300,433927
mongolian,3,0,3,1,10000,6651
mongolian,3,0,3,50,3000,22489
tiramisu,3,0,2,3,1000,1033
tiramisu,3,0,3,50,3000,133221
mongolian,3,0,3,3,3000,5070
mongolian,3,0,2,10,300,1640
tiramisu,3,0,2,10,10000,30826
mongolian,3,0,3,3,10000,18118
tiramisu,3,0,1,50,30,1512
mongolian,3,0,1,1,300,888
mongolian,3,0,2,50,300,7946
tiramisu,3,0,1,10,30,29221
tiramisu,3,0,3,1,3000,15645
mongolian,3,0,3,3,1000,91143
tiramisu,3,0,1,3,10000,888669
mongolian,3,0,2,3,1,180
tiramisu,3,0,2,10,10000,31204
tiramisu,3,0,3,1,1,128
mongolian,3,0,1,50,300,7970
tiramisu,3,0,2,50,1,1023
tiramisu,3,0,3,1,1000,1208
tiramisu,3,0,1,3,1000,4604
mongolian,3,0,2,3,100,9017
mongolian,3,0,2,3,1000,1676
mongolian,3,0,3,1,10000,333041
tiramisu,3,0,2,3,3000,3235
mongolian,3,0,3,1,10000,6669
tiramisu,3,0,1,10,1,328
mongolian,3,0,1,50,300,2061
mongolian,3,0,2,10,1,29280
tiramisu,3,0,3,50,30,217
mongolian,3,0,2,50,1000,1451824
mongolian,3,0,1,50,1,144842
mongolian,3,0,3,50,10000,14484702
mongolian,3,0,1,1,1,60
mongolian,3,0,1,3,100,465
tiramisu,3,0,2,10,3000,7214
tiramisu,3,0,3,10,10000,2934768
tiramisu,3,0,2,50,1,1535
tiramisu,3,0,2,10,3000,3290
mongolian,3,0,1,3,10000,11127
mongolian,3,0,2,1,300,1236
mongolian,3,0,2,1,30,106
mongolian,3,0,2,3,1000,90131
mongolian,3,0,3,50,1000,1940
tiramisu,3,0,1,50,1,144886
tiramisu,3,0,3,1,300,416
tiramisu,3,0,2,3,300,414
tiramisu,3,0,3,50,100,201
tiramisu,3,0,1,10,3000,872421
mongolian,3,0,2,10,30,1131
mongolian,3,0,3,50,10000,14554631
tiramisu,3,0,1,10,100,311
tiramisu,3,0,3,1,3000,4103
mongolian,3,0,2,10,10000,55144
tiramisu,3,0,1,10,30,352
tiramisu,3,0,3,3,1000,7123
mongolian,3,0,1,3,1,173
tiramisu,3,0,3,3,3000,281418
mongolian,3,0,1,3,3000,4989
tiramisu,3,0,3,10,10000,30698
tiramisu,3,0,3,50,1000,15291
tiramisu,3,0,1,10,1000,802
mongolian,3,0,1,1,1000,649
tiramisu,3,0,1,1,100,41
mongolian,3,0,2,10,30,534
mongolian,3,0,1,1,1,299
tiramisu,3,0,1,50,1,1512
tiramisu,3,0,3,50,100,1078
tiramisu,3,0,1,3,30,103
tiramisu,3,0,3,3,3000,3383
tiramisu,3,0,2,50,10000,72565
tiramisu,3,0,2,50,10000,455593
tiramisu,3,0,1,50,3000,47457
mongolian,3,0,3,3,300,549
mongolian,3,0,3,1,3000,4458
mongolian,3,0,3,3,100,9490
tiramisu,3,0,1,50,3000,4529112
mongolian,3,0,3,3,3000,4894
mongolian,3,0,1,10,1,29901
mongolian,3,0,2,10,1000,11556
tiramisu,3,0,3,1,1,3445
tiramisu,3,0,2,50,30,147805
mongolian,3,0,3,1,100,78
tiramisu,3,0,1,50,1000,43379
mongolian,3,0,3,3,1,170
mongolian,3,0,3,10,300,3795
tiramisu,3,0,3,3,300,308
mongolian,3,0,2,3,3000,5432
tiramisu,3,0,1,50,3000,4116
mongolian,3,0,2,1,30,3265
tiramisu,3,0,1,10,10000,21135
mongolian,3,0,3,1,10000,340633
mongolian,3,0,1,10,300,89194
mongolian,3,0,3,50,3000,137007
mongolian,3,0,3,1,300,10354
mongolian,3,0,1,3,1,9115
mongolian,3,0,1,50,10000,434866
tiramisu,3,0,2,1,30,48
tiramisu,3,0,2,10,100,104
mongolian,3,0,2,10,1000,303808
tiramisu,3,0,3,10,30,285
mongolian,3,0,3,10,1000,5516
mongolian,3,0,1,10,1000,10682
mongolian,3,0,1,3,10000,17582
tiramisu,3,0,1,3,30,9276
tiramisu,3,0,3,3,3000,283053
tiramisu,3,0,1,1,1,68
mongolian,3,0,3,10,1000,5577
tiramisu,3,0,1,3,30,458
mongolian,3,0,3,10,10000,55446
tiramisu,3,0,1,50,3000,132849
mongolian,3,0,1,3,300,318
tiramisu,3,0,1,10,100,30360
tiramisu,3,0,3,3,30,9461
mongolian,3,0,1,10,1000,5510
mongolian,3,0,3,10,1,281
tiramisu,3,0,2,50,300,5655
tiramisu,3,0,3,3,10000,10467
mongolian,3,0,2,1,300,303
mongolian,3,0,2,1,300,340
tiramisu,3,0,3,1,3000,1508
tiramisu,3,0,1,50,3000,133454
mongolian,3,0,1,50,1,2768
mongolian,3,0,1,50,10000,443700
tiramisu,3,0,1,50,1,1608
mongolian,3,0,1,10,300,91245
mongolian,3,0,2,1,3000,2960
tiramisu,3,0,1,1,3000,1275
mongolian,3,0,1,1,300,9739
mongolian,3,0,2,10,1,260
mongolian,3,0,2,50,30,151503
mongolian,3,0,3,50,300,454458
mongolian,3,0,1,50,1000,27452
mongolian,3,0,1,1,1000,676
mongolian,3,0,1,3,10000,11135
mongolian,3,0,2,10,300,91673
tiramisu,3,0,2,1,300,133
tiramisu,3,0,2,10,1,248
tiramisu,3,0,2,1,300,144
tiramisu,3,0,3,3,1,9530
mongolian,3,0,3,50,100,4680
tiramisu,3,0,1,1,30,63
mongolian,3,0,3,3,10000,17341
mongolian,3,0,2,50,30,4516
mongolian,3,0,1,3,3000,14447
tiramisu,3,0,2,1,10000,42566
mongolian,3,0,3,1,3000,2619
mongolian,3,0,2,3,30,155
mongolian,3,0,1,1,30,341
mongolian,3,0,1,1,1000,673
tiramisu,3,0,3,3,1000,1030
mongolian,3,0,1,50,300,454199
tiramisu,3,0,2,1,1000,389
mongolian,3,0,1,10,3000,2330
mongolian,3,0,3,3,300,383
mongolian,3,0,3,50,300,604
tiramisu,3,0,1,1,1000,676
tiramisu,3,0,2,1,3000,1245
tiramisu,3,0,2,10,30,343
mongolian,3,0,3,10,30,241
tiramisu,3,0,3,1,300,10440
mongolian,3,0,2,10,10000,3030593
tiramisu,3,0,1,10,10000,3006922
mongolian,3,0,3,50,30,1123
tiramisu,3,0,3,3,3000,21497
mongolian,3,0,2,1,300,298
tiramisu,3,0,1,50,3000,46713
mongolian,3,0,1,3,1000,1687
tiramisu,3,0,1,1,30,66
tiramisu,3,0,2,10,30,360
tiramisu,3,0,3,1,1,3484
mongolian,3,0,3,3,300,540
mongolian,3,0,1,10,10000,2967763
tiramisu,3,0,2,10,1000,299035
mongolian,3,0,2,1,10000,327747
mongolian,3,0,1,50,10000,262787
mongolian,3,0,2,50,300,13217
tiramisu,3,0,3,50,30,4447
mongolian,3,0,1,10,1,29204
tiramisu,3,0,2,10,100,251
tiramisu,3,0,3,1,1000,5145
mongolian,3,0,2,10,1,565
mongolian,3,0,2,1,100,101
mongolian,3,0,2,1,100,416
tiramisu,3,0,3,10,3000,9093
mongolian,3,0,3,50,1000,10763
tiramisu,3,0,3,1,100,520
tiramisu,3,0,2,1,1000,1058
mongolian,3,0,2,50,30,145038
mongolian,3,0,3,1,1000,676
mongolian,3,0,2,3,30,97
tiramisu,3,0,1,1,1000,31091
mongolian,3,0,2,1,10000,40643
tiramisu,3,0,1,50,10000,98913
mongolian,3,0,2,50,10000,265312
mongolian,3,0,1,10,100,544
mongolian,3,0,1,1,30,3107
mongolian,3,0,2,1,10000,10619
tiramisu,3,0,1,50,30,4259
tiramisu,3,0,3,50,30,4483
mongolian,3,0,2,10,30,1143
tiramisu,3,0,2,1,1000,1105
mongolian,3,0,2,1,3000,12333
mongolian,3,0,2,3,100,169
mongolian,3,0,2,10,1,100
tiramisu,3,0,3,10,10000,30986
mongolian,3,0,2,10,100,548
mongolian,3,0,1,1,1000,31064
tiramisu,3,0,3,3,30,9106
mongolian,3,0,1,10,100,544
mongolian,3,0,3,1,1,118
tiramisu,3,0,3,50,300,4468
tiramisu,3,0,1,1,300,234
tiramisu,3,0,1,10,3000,9876
mongolian,3,0,3,10,100,535
mongolian,3,0,3,3,100,9115
tiramisu,3,0,2,50,100,1517
mongolian,3,0,2,1,100,59
mongolian,3,0,1,50,30,2635
mongolian,3,0,1,1,10000,29792
tiramisu,3,0,1,50,30,144731
mongolian,3,0,3,10,100,273
mongolian,3,0,3,3,3000,5104
tiramisu,3,0,3,3,3000,20257
mongolian,3,0,2,1,1,104
mongolian,3,0,2,1,300,313
tiramisu,3,0,1,50,10000,149140
mongolian,3,0,3,1,30,136
mongolian,3,0,3,10,10000,54014
mongolian,3,0,3,50,300,627
tiramisu,3,0,3,1,10000,13547
tiramisu,3,0,3,3,1000,996
tiramisu,3,0,2,1,300,280
mongolian,3,0,2,10,3000,877489
mongolian,3,0,3,1,100,139
tiramisu,3,0,3,10,300,396
tiramisu,3,0,2,1,300,134
tiramisu,3,0,1,1,300,241
tiramisu,3,0,1,10,1,308
mongolian,3,0,3,50,10000,265374
tiramisu,3,0,3,1,100,531
tiramisu,3,0,1,1,3000,9024
mongolian,3,0,2,10,30,108
mongolian,3,0,1,3,1000,672
mongolian,3,0,3,1,3000,3608
mongolian,3,0,1,1,100,60
tiramisu,3,0,1,50,100,144733
mongolian,3,0,1,1,100,73
tiramisu,3,0,1,3,30,95
tiramisu,3,0,2,3,10000,56635
tiramisu,3,0,3,10,1,144
tiramisu,3,0,2,50,1,719
mongolian,3,0,1,10,100,1030
mongolian,3,0,2,50,30,144730
tiramisu,3,0,2,10,30,216
tiramisu,3,0,3,1,1000,5190
mongolian,3,0,1,50,100,990
mongolian,3,0,1,50,300,7861
tiramisu,3,0,2,1,1,402
mongolian,3,0,2,50,1000,26612
tiramisu,3,0,1,50,30,144613
tiramisu,3,0,1,50,1000,6774
tiramisu,3,0,3,1,30,38
tiramisu,3,0,1,50,10000,68314
mongolian,3,0,1,1,1000,766
mongolian,3,0,1,1,1000,654
tiramisu,3,0,2,1,1000,963
mongolian,3,0,3,10,300,397
mongolian,3,0,2,1,10000,6118
mongolian,3,0,3,3,1000,1661
mongolian,3,0,3,50,1,2954
tiramisu,3,0,3,50,300,4545
mongolian,3,0,1,3,10000,10065
tiramisu,3,0,2,10,1000,3380
mongolian,3,0,1,10,10000,102007
tiramisu,3,0,3,10,1000,3172
mongolian,3,0,1,50,30,2668
mongolian,3,0,3,10,1000,12350
mongolian,3,0,1,50,100,142
mongolian,3,0,2,10,3000,33950
mongolian,3,0,3,1,100,79
tiramisu,3,0,1,3,1,65
tiramisu,3,0,3,3,1,154
mongolian,3,0,1,10,100,547
tiramisu,3,0,1,10,100,313
tiramisu,3,0,2,50,100,4321
mongolian,3,0,1,3,3000,13740
mongolian,3,0,1,3,300,490
mongolian,3,0,2,50,3000,79513
tiramisu,3,0,1,50,100,716
tiramisu,3,0,2,10,30,108
tiramisu,3,0,1,10,3000,5583
tiramisu,3,0,2,10,30,29239
mongolian,3,0,1,10,1,535
tiramisu,3,0,3,1,10000,4202
tiramisu,3,0,2,10,3000,3335
tiramisu,3,0,3,50,30,4423
tiramisu,3,0,2,3,100,133
tiramisu,3,0,3,3,1000,1116
mongolian,3,0,2,10,300,87641
mongolian,3,0,1,50,3000,79524
mongolian,3,0,2,10,1000,1044
tiramisu,3,0,1,50,3000,127045
mongolian,3,0,1,50,300,409
tiramisu,3,0,2,10,10000,113769
tiramisu,3,0,2,1,3000,1232
tiramisu,3,0,2,50,30,1511
tiramisu,3,0,3,1,1,43
tiramisu,3,0,2,3,300,299
tiramisu,3,0,1,3,100,105
tiramisu,3,0,3,1,300,10000
tiramisu,3,0,2,10,300,642
tiramisu,3,0,2,10,100,234
mongolian,3,0,2,10,10000,113936
tiramisu,3,0,1,3,30,95
mongolian,3,0,2,3,10000,16582
tiramisu,3,0,2,50,30,1550
tiramisu,3,0,1,50,1000,42350
tiramisu,3,0,1,3,1,86
mongolian,3,0,2,50,100,158
tiramisu,3,0,1,1,1000,3035
tiramisu,3,0,2,3,30,90
mongolian,3,0,3,3,10000,16562
tiramisu,3,0,2,3,10000,9756
mongolian,3,0,3,50,10000,14480070
mongolian,3,0,1,10,10000,52821
mongolian,3,0,1,10,3000,30771
tiramisu,3,0,2,10,10000,112767
tiramisu,3,0,1,50,10000,68431
mongolian,3,0,3,1,3000,2205
tiramisu,3,0,3,50,30,1533
mongolian,3,0,1,3,100,185
tiramisu,3,0,2,1,1,414
tiramisu,3,0,3,50,30,4465
mongolian,3,0,2,3,1000,89839
tiramisu,3,0,1,3,1,103
mongolian,3,0,1,3,300,523
tiramisu,3,0,1,10,1000,1828
tiramisu,3,0,1,50,1,1806
mongolian,3,0,1,3,100,161
mongolian,3,0,2,50,3000,79002
tiramisu,3,0,3,10,10000,34167
tiramisu,3,0,2,50,100,165
mongolian,3,0,2,50,1,2645
mongolian,3,0,1,3,30,69
tiramisu,3,0,3,50,10000,149351
mongolian,3,0,3,1,100,145
mongolian,3,0,2,3,100,8986
mongolian,3,0,2,50,3000,5849
mongolian,3,0,2,10,100,1138
tiramisu,3,0,2,50,100,1023
mongolian,3,0,2,1,300,197
tiramisu,3,0,3,3,3000,2928
tiramisu,3,0,2,3,10000,56923
mongolian,3,0,3,10,1,1254
mongolian,3,0,1,50,1,2637
mongolian,3,0,1,3,3000,13852
mongolian,3,0,3,1,300,362
tiramisu,3,0,2,50,1000,1934
mongolian,3,0,2,1,100,414
mongolian,3,0,3,10,10000,13098
mongolian,3,0,3,1,300,190
mongolian,3,0,2,3,100,172
mongolian,3,0,1,3,300,321
mongolian,3,0,1,50,30,2661
mongolian,3,0,2,50,100,2616
mongolian,3,0,2,1,300,1230
mongolian,3,0,2,50,10000,14470758
tiramisu,3,0,2,1,3000,12291
mongolian,3,0,3,50,100,756
tiramisu,3,0,2,50,300,4553
mongolian,3,0,2,1,30,414
tiramisu,3,0,2,10,1000,2153
mongolian,3,0,2,3,3000,17104
mongolian,3,0,3,50,100,2674
tiramisu,3,0,3,10,100,139
mongolian,3,0,1,1,100,59
tiramisu,3,0,3,50,3000,45731
tiramisu,3,0,1,3,1,471
mongolian,3,0,1,1,3000,1892
mongolian,3,0,1,50,300,434110
mongolian,3,0,1,10,10000,2915858
mongolian,3,0,2,3,10000,900568
mongolian,3,0,3,50,1000,1451259
tiramisu,3,0,3,50,1000,1906
tiramisu,3,0,1,50,300,395
tiramisu,3,0,1,3,300,209
mongolian,3,0,3,50,3000,134731
tiramisu,3,0,2,50,3000,131148
tiramisu,3,0,1,50,3000,127953
tiramisu,3,0,2,50,3000,55202
tiramisu,3,0,3,3,3000,4794
mongolian,3,0,3,50,1000,10667
tiramisu,3,0,3,1,1,629
mongolian,3,0,1,10,100,29066
tiramisu,3,0,3,3,1,111
tiramisu,3,0,3,1,1,534
mongolian,3,0,2,3,3000,2851
mongolian,3,0,2,50,10000,262763
mongolian,3,0,3,50,1,2657
mongolian,3,0,3,3,100,120
tiramisu,3,0,3,1,1000,406
mongolian,3,0,3,10,100,29324
tiramisu,3,0,2,3,3000,3007
tiramisu,3,0,1,10,3000,9173
mongolian,3,0,3,1,100,78
tiramisu,3,0,1,1,1,77
mongolian,3,0,2,1,1,63
mongolian,3,0,2,50,1000,1645
mongolian,3,0,2,3,3000,2858
mongolian,3,0,3,3,300,27330
tiramisu,3,0,2,3,3000,2919
mongolian,3,0,1,50,30,2640
tiramisu,3,0,3,10,1,29261
tiramisu,3,0,2,1,30,39
tiramisu,3,0,2,10,1000,3353
mongolian,3,0,1,3,10000,45771
mongolian,3,0,3,3,30,120
tiramisu,3,0,1,3,10000,9454
tiramisu,3,0,3,3,10000,9808
mongolian,3,0,1,1,1000,769
mongolian,3,0,2,1,30,3213
tiramisu,3,0,1,50,10000,151648
tiramisu,3,0,2,10,30,312
mongolian,3,0,1,1,300,236
tiramisu,3,0,3,1,30,126
tiramisu,3,0,2,1,30,110
tiramisu,3,0,3,3,100,158
mongolian,3,0,2,3,1000,89956
tiramisu,3,0,1,50,100,144767
tiramisu,3,0,1,1,30,73
mongolian,3,0,2,3,30,91
mongolian,3,0,3,1,10000,6747
mongolian,3,0,2,10,300,87712
tiramisu,3,0,2,1,30,36
tiramisu,3,0,3,1,100,40
mongolian,3,0,1,1,30,58
mongolian,3,0,1,1,1000,678
tiramisu,3,0,1,3,1000,1038
mongolian,3,0,3,3,300,527
tiramisu,3,0,3,3,100,9101
tiramisu,3,0,1,3,1000,986
tiramisu,3,0,1,3,30,95
mongolian,3,0,2,1,3000,96539
mongolian,3,0,3,1,300,1572
mongolian,3,0,1,50,1,4246
tiramisu,3,0,2,50,30,145039
tiramisu,3,0,3,1,30,3335
mongolian,3,0,1,50,10000,265597
tiramisu,3,0,3,10,10000,27197
tiramisu,3,0,3,1,1,130
tiramisu,3,0,2,3,1000,1004
mongolian,3,0,2,50,300,12981
mongolian,3,0,3,1,100,130
tiramisu,3,0,3,50,300,13435
tiramisu,3,0,2,3,1,107
tiramisu,3,0,2,50,3000,4832
tiramisu,3,0,3,50,30,189
